Pnie drzew		1,51363635063171
Kamienie		0,362318843603134
Deski		1,06451046466827
Ruda ¿elaza		1,13749992847443
Ruda z³ota		1,13749992847443
Wêgiel		0,967741966247559
¯elazo		2,65570068359375
Z³oto		1,41625726222992
Wino		1,63846158981323
S³oma		0,400000005960464
Chleb		1,45230352878571
M¹ka		1,14074075222015
Rulony skóry		1,84179890155792
Kie³basa		1,21624648571014
Œwinie		2,94285702705383
P³aty skóry		2,94285702705383
Drewniana tarcza		1,73117709159851
¯elazna tarcza		4,39763641357422
Pancerz		2,50846552848816
Zbroja		4,39763641357422
Topór		2,72902083396912
Miecz		4,23882722854614
Lanca		2,72902083396912
Halabarda		4,23882722854614
£uk		2,72902083396912
Kusza		4,23882722854614
Konie		3,33913040161133
Ryby		1,2295081615448
Stal Bitynowa		6,18614149093628
Jajko		0,70175439119339
Ruda bitynu		4,61538457870483
Pocisk		0,895445168018341
Belka		2,94220781326294
Stalowa czêœæ		2,53461289405823
Bitynowa p³yta		8,59966659545898
Ko³o		1,47110390663147
Be³ty		3,28710246086121
Ko³czan		2,07815456390381
Woda		0,347826093435287
Dachówka		1,17647051811218
Ziarno		0,400000005960464
Wióry		1,30476331710815
Jab³ko		1,81124067306519
Bi¿uteria		300
Buty		4,02361726760864
